date,region,state,cases,deaths
2020-08-09,Norte,AC,21587,561
2020-08-09,Norte,AM,106950,3359
2020-08-09,Norte,AP,38208,602
2020-08-09,Norte,PA,167642,5885
2020-08-09,Norte,RO,44010,943
2020-08-09,Norte,RR,36387,547
2020-08-09,Norte,TO,31663,451
2020-08-09,Sudeste,ES,91791,2735
2020-08-09,Sudeste,MG,153927,3537
2020-08-09,Sudeste,RJ,178850,14080
2020-08-09,Sudeste,SP,627126,25114
2020-08-09,Sul,PR,89966,2345
2020-08-09,Sul,RS,83991,2360
2020-08-09,Sul,SC,105935,1445
2020-08-10,Centro-Oeste,DF,126069,1762
2020-08-10,Centro-Oeste,GO,86451,2023
2020-08-10,Centro-Oeste,MS,31739,523
2020-08-10,Centro-Oeste,MT,65198,2122
2020-08-10,Nordeste,AL,68237,1688
2020-08-10,Nordeste,BA,194097,4011
2020-08-10,Nordeste,CE,188657,7979
2020-08-10,Nordeste,MA,130566,3187
2020-08-10,Nordeste,PB,90366,2023
2020-08-10,Nordeste,PE,105381,6970
2020-08-10,Nordeste,PI,60178,1503
2020-08-10,Nordeste,RN,55420,1977
2020-08-10,Nordeste,SE,64974,1614
2020-08-10,Norte,AC,21619,562
2020-08-10,Norte,AM,107197,3384
2020-08-10,Norte,AP,38399,603
2020-08-10,Norte,PA,168151,5893
2020-08-10,Norte,RO,44372,944
2020-08-10,Norte,RR,36449,547
2020-08-10,Norte,TO,32289,461
2020-08-10,Sudeste,ES,93069,2764
2020-08-10,Sudeste,MG,155075,3597
2020-08-10,Sudeste,RJ,180016,14108
2020-08-10,Sudeste,SP,628415,25151
2020-08-10,Sul,PR,94124,2398
2020-08-10,Sul,RS,84034,2417
2020-08-10,Sul,SC,106928,1541
2020-08-11,Centro-Oeste,DF,127484,1815
2020-08-11,Centro-Oeste,GO,90226,2099
2020-08-11,Centro-Oeste,MS,32562,544
2020-08-11,Centro-Oeste,MT,67061,2189
2020-08-11,Nordeste,AL,68935,1700
2020-08-11,Nordeste,BA,198767,4067
2020-08-11,Nordeste,CE,190550,8011
2020-08-11,Nordeste,MA,132060,3204
2020-08-11,Nordeste,PB,91819,2046
2020-08-11,Nordeste,PE,105982,7008
2020-08-11,Nordeste,PI,61144,1526
2020-08-11,Nordeste,RN,57921,2003
2020-08-11,Nordeste,SE,65455,1633
2020-08-11,Norte,AC,21757,565
2020-08-11,Norte,AM,108105,3405
2020-08-11,Norte,AP,38636,604
2020-08-11,Norte,PA,169613,5901
2020-08-11,Norte,RO,45468,966
2020-08-11,Norte,RR,37006,551
2020-08-11,Norte,TO,33047,474
2020-08-11,Sudeste,ES,94476,2783
2020-08-11,Sudeste,MG,156551,3613
2020-08-11,Sudeste,RJ,182563,14212
2020-08-11,Sudeste,SP,639562,25571
2020-08-11,Sul,PR,95943,2445
2020-08-11,Sul,RS,87415,2472
2020-08-11,Sul,SC,109522,1619
2020-08-12,Centro-Oeste,DF,129184,1870
2020-08-12,Centro-Oeste,GO,93274,2135
2020-08-12,Centro-Oeste,MS,33509,558
2020-08-12,Centro-Oeste,MT,68924,2221
2020-08-12,Nordeste,AL,69751,1711
2020-08-12,Nordeste,BA,203020,4135
2020-08-12,Nordeste,CE,192422,8052
2020-08-12,Nordeste,MA,133265,3215
2020-08-12,Nordeste,PB,92897,2071
2020-08-12,Nordeste,PE,107375,7049
2020-08-12,Nordeste,PI,62465,1548
2020-08-12,Nordeste,RN,56572,2019
2020-08-12,Nordeste,SE,65865,1653
2020-08-12,Norte,AC,21993,569
2020-08-12,Norte,AM,108920,3417
2020-08-12,Norte,AP,38801,606
2020-08-12,Norte,PA,171878,5909
2020-08-12,Norte,RO,46061,981
2020-08-12,Norte,RR,37579,555
2020-08-12,Norte,TO,33766,482
2020-08-12,Sudeste,ES,95753,2805
2020-08-12,Sudeste,MG,160485,3783
2020-08-12,Sudeste,RJ,185610,14295
2020-08-12,Sudeste,SP,655181,25869
2020-08-12,Sul,PR,97785,2516
2020-08-12,Sul,RS,90049,2540
2020-08-12,Sul,SC,112401,1637
2020-08-13,Centro-Oeste,DF,131170,1905
2020-08-13,Centro-Oeste,GO,96749,2213
2020-08-13,Centro-Oeste,MS,34559,570
2020-08-13,Centro-Oeste,MT,70658,2245
2020-08-13,Nordeste,AL,70629,1721
2020-08-13,Nordeste,BA,206955,4202
2020-08-13,Nordeste,CE,194081,8088
2020-08-13,Nordeste,MA,134193,3228
2020-08-13,Nordeste,PB,93794,2092
2020-08-13,Nordeste,PE,108842,7084
2020-08-13,Nordeste,PI,63662,1566
2020-08-13,Nordeste,RN,57072,2036
2020-08-13,Nordeste,SE,66810,1670
2020-08-13,Norte,AC,22242,574
2020-08-13,Norte,AM,109802,3435
2020-08-13,Norte,AP,39015,609
2020-08-13,Norte,PA,173625,5917
2020-08-13,Norte,RO,46676,993
2020-08-13,Norte,RR,38270,561
2020-08-13,Norte,TO,34409,493
2020-08-13,Sudeste,ES,96949,2823
2020-08-13,Sudeste,MG,164915,3846
2020-08-13,Sudeste,RJ,188085,14412
2020-08-13,Sudeste,SP,674455,26324
2020-08-13,Sul,PR,99667,2576
2020-08-13,Sul,RS,92560,2584
2020-08-13,Sul,SC,115032,1696
2020-08-14,Centro-Oeste,DF,133166,1935
2020-08-14,Centro-Oeste,GO,99234,2286
2020-08-14,Centro-Oeste,MS,35434,591
2020-08-14,Centro-Oeste,MT,72269,2285
2020-08-14,Nordeste,AL,71232,1732
2020-08-14,Nordeste,BA,210993,4271
2020-08-14,Nordeste,CE,196144,8123
2020-08-14,Nordeste,MA,135324,3240
2020-08-14,Nordeste,PB,94660,2113
2020-08-14,Nordeste,PE,110409,7111
2020-08-14,Nordeste,PI,64595,1581
2020-08-14,Nordeste,RN,57467,2041
2020-08-14,Nordeste,SE,67225,1684
2020-08-14,Norte,AC,22435,576
2020-08-14,Norte,AM,110777,3455
2020-08-14,Norte,AP,39244,612
2020-08-14,Norte,PA,175608,5924
2020-08-14,Norte,RO,47288,1001
2020-08-14,Norte,RR,38897,565
2020-08-14,Norte,TO,35403,500
2020-08-14,Sudeste,ES,98106,2849
2020-08-14,Sudeste,MG,168428,3943
2020-08-14,Sudeste,RJ,189891,14507
2020-08-14,Sudeste,SP,686122,26613
2020-08-14,Sul,PR,101844,2612
2020-08-14,Sul,RS,95142,2631
2020-08-14,Sul,SC,118183,1742
2020-08-15,Centro-Oeste,DF,135014,1958
2020-08-15,Centro-Oeste,GO,100938,2286
2020-08-15,Centro-Oeste,MS,36542,598
2020-08-15,Centro-Oeste,MT,72761,2319
2020-08-15,Nordeste,AL,72076,1742
2020-08-15,Nordeste,BA,214379,4338
2020-08-15,Nordeste,CE,197381,8129
2020-08-15,Nordeste,MA,136280,3253
2020-08-15,Nordeste,PB,95588,2138
2020-08-15,Nordeste,PE,111773,7156
2020-08-15,Nordeste,PI,65638,1594
2020-08-15,Nordeste,RN,57660,2062
2020-08-15,Nordeste,SE,67701,1696
2020-08-15,Norte,AC,22516,576
2020-08-15,Norte,AM,111241,3463
2020-08-15,Norte,AP,39431,613
2020-08-15,Norte,PA,177010,5932
2020-08-15,Norte,RO,47652,1012
2020-08-15,Norte,RR,39397,568
2020-08-15,Norte,TO,36478,506
2020-08-15,Sudeste,ES,98765,2864
2020-08-15,Sudeste,MG,171514,4044
2020-08-15,Sudeste,RJ,190614,14526
2020-08-15,Sudeste,SP,697530,26780
2020-08-15,Sul,PR,103771,2665
2020-08-15,Sul,RS,97445,2647
2020-08-15,Sul,SC,120001,1767
2020-08-16,Centro-Oeste,DF,136467,1976
2020-08-16,Centro-Oeste,GO,101592,2322
2020-08-16,Centro-Oeste,MS,36836,626
2020-08-16,Centro-Oeste,MT,73269,2340
2020-08-16,Nordeste,AL,72734,1753
2020-08-16,Nordeste,BA,216030,4406
2020-08-16,Nordeste,CE,197619,8133
2020-08-16,Nordeste,MA,136853,3264
2020-08-16,Nordeste,PB,96033,2162
2020-08-16,Nordeste,PE,112958,7188
2020-08-16,Nordeste,PI,66078,1608
2020-08-16,Nordeste,RN,57720,2067
2020-08-16,Nordeste,SE,67997,1705
2020-08-16,Norte,AC,22548,576
2020-08-16,Norte,AM,111912,3483
2020-08-16,Norte,AP,39518,613
2020-08-16,Norte,PA,177969,5940
2020-08-16,Norte,RO,47837,1013
2020-08-16,Norte,RR,39623,568
2020-08-16,Norte,TO,36989,511
2020-08-16,Sudeste,ES,99580,2875
2020-08-16,Sudeste,MG,174402,4132
2020-08-16,Sudeste,RJ,194279,14562
2020-08-16,Sudeste,SP,699493,26852
2020-08-16,Sul,PR,105104,2691
2020-08-16,Sul,RS,97877,2689
2020-08-16,Sul,SC,120880,1797
2020-08-17,Centro-Oeste,DF,138735,2042
2020-08-17,Centro-Oeste,GO,102665,2336
2020-08-17,Centro-Oeste,MS,37425,640
2020-08-17,Centro-Oeste,MT,74509,2368
2020-08-17,Nordeste,AL,72938,1763
2020-08-17,Nordeste,BA,217115,4475
2020-08-17,Nordeste,CE,198202,8163
2020-08-17,Nordeste,MA,137408,3277
2020-08-17,Nordeste,PB,96223,2183
2020-08-17,Nordeste,PE,113183,7210
2020-08-17,Nordeste,PI,66315,1619
2020-08-17,Nordeste,RN,57898,2081
2020-08-17,Nordeste,SE,68313,1717
2020-08-17,Norte,AC,22605,582
2020-08-17,Norte,AM,112263,3505
2020-08-17,Norte,AP,39703,617
2020-08-17,Norte,PA,178375,5945
2020-08-17,Norte,RO,48232,1017
2020-08-17,Norte,RR,39665,568
2020-08-17,Norte,TO,37856,516
2020-08-17,Sudeste,ES,100859,2908
2020-08-17,Sudeste,MG,175715,4223
2020-08-17,Sudeste,RJ,194651,14566
2020-08-17,Sudeste,SP,702665,26899
2020-08-17,Sul,PR,106379,2733
2020-08-17,Sul,RS,98007,2744
2020-08-17,Sul,SC,121666,1839
2020-08-18,Centro-Oeste,DF,140170,2097
2020-08-18,Centro-Oeste,GO,105962,2414
2020-08-18,Centro-Oeste,MS,38393,657
2020-08-18,Centro-Oeste,MT,75877,2384
2020-08-18,Nordeste,AL,73701,1774
2020-08-18,Nordeste,BA,221041,4542
2020-08-18,Nordeste,CE,199258,8196
2020-08-18,Nordeste,MA,139185,3289
2020-08-18,Nordeste,PB,97497,2203
2020-08-18,Nordeste,PE,113788,7252
2020-08-18,Nordeste,PI,67226,1637
2020-08-18,Nordeste,RN,58307,2102
2020-08-18,Nordeste,SE,68699,1729
2020-08-18,Norte,AC,22933,590
2020-08-18,Norte,AM,112881,3524
2020-08-18,Norte,AP,39957,619
2020-08-18,Norte,PA,180090,5975
2020-08-18,Norte,RO,48923,1026
2020-08-18,Norte,RR,40183,574
2020-08-18,Norte,TO,38845,531
2020-08-18,Sudeste,ES,101874,2938
2020-08-18,Sudeste,MG,177787,4306
2020-08-18,Sudeste,RJ,199480,14728
2020-08-18,Sudeste,SP,711530,27315
2020-08-18,Sul,PR,108237,2781
2020-08-18,Sul,RS,101217,2822
2020-08-18,Sul,SC,124313,1883
2020-08-19,Centro-Oeste,DF,141762,2148
2020-08-19,Centro-Oeste,GO,109253,2475
2020-08-19,Centro-Oeste,MS,39381,668
2020-08-19,Centro-Oeste,MT,77276,2421
2020-08-19,Nordeste,AL,74140,1784
2020-08-19,Nordeste,BA,224659,4611
2020-08-19,Nordeste,CE,201201,8241
2020-08-19,Nordeste,MA,140571,3302
2020-08-19,Nordeste,PB,98494,2223
2020-08-19,Nordeste,PE,115217,7280
2020-08-19,Nordeste,PI,68475,1653
2020-08-19,Nordeste,RN,58667,2126
2020-08-19,Nordeste,SE,69067,1745
2020-08-19,Norte,AC,23146,591
2020-08-19,Norte,AM,113592,3537
2020-08-19,Norte,AP,40211,622
2020-08-19,Norte,PA,182231,6015
2020-08-19,Norte,RO,49721,1037
2020-08-19,Norte,RR,40501,575
2020-08-19,Norte,TO,39832,536
2020-08-19,Sudeste,ES,103090,2963
2020-08-19,Sudeste,MG,181158,4436
2020-08-19,Sudeste,RJ,202993,14913
2020-08-19,Sudeste,SP,721377,27591
2020-08-19,Sul,PR,109896,2808
2020-08-19,Sul,RS,103891,2881
2020-08-19,Sul,SC,126850,1918
2020-08-20,Centro-Oeste,DF,143759,2200
2020-08-20,Centro-Oeste,GO,111836,2558
2020-08-20,Centro-Oeste,MS,40201,686
2020-08-20,Centro-Oeste,MT,78733,2457
2020-08-20,Nordeste,AL,74622,1793
2020-08-20,Nordeste,BA,228596,4685
2020-08-20,Nordeste,CE,202422,8245
2020-08-20,Nordeste,MA,141860,3315
2020-08-20,Nordeste,PB,99445,2244
2020-08-20,Nordeste,PE,116359,7303
2020-08-20,Nordeste,PI,69839,1660
2020-08-20,Nordeste,RN,59138,2133
2020-08-20,Nordeste,SE,69502,1757
2020-08-20,Norte,AC,23322,595
2020-08-20,Norte,AM,114335,3551
2020-08-20,Norte,AP,40603,626
2020-08-20,Norte,PA,184253,6027
2020-08-20,Norte,RO,50147,1045
2020-08-20,Norte,RR,40989,576
2020-08-20,Norte,TO,40786,547
2020-08-20,Sudeste,ES,104037,2980
2020-08-20,Sudeste,MG,185062,4543
2020-08-20,Sudeste,RJ,205916,15074
2020-08-20,Sudeste,SP,730828,27905
2020-08-20,Sul,PR,112245,2891
2020-08-20,Sul,RS,104068,2948
2020-08-20,Sul,SC,129072,1960
2020-08-21,Centro-Oeste,DF,145452,2242
2020-08-21,Centro-Oeste,GO,113051,2647
2020-08-21,Centro-Oeste,MS,40711,696
2020-08-21,Centro-Oeste,MT,80134,2492
2020-08-21,Nordeste,AL,74839,1802
2020-08-21,Nordeste,BA,229743,4757
2020-08-21,Nordeste,CE,202999,8268
2020-08-21,Nordeste,MA,143103,3328
2020-08-21,Nordeste,PB,100290,2268
2020-08-21,Nordeste,PE,117431,7335
2020-08-21,Nordeste,PI,70536,1672
2020-08-21,Nordeste,RN,59191,2154
2020-08-21,Nordeste,SE,69845,1761
2020-08-21,Norte,AC,23337,598
2020-08-21,Norte,AM,114792,3556
2020-08-21,Norte,AP,40875,627
2020-08-21,Norte,PA,186646,6037
2020-08-21,Norte,RO,50514,1050
2020-08-21,Norte,RR,41191,576
2020-08-21,Norte,TO,41848,556
2020-08-21,Sudeste,ES,104911,3000
2020-08-21,Sudeste,MG,188623,4663
2020-08-21,Sudeste,RJ,207036,15202
2020-08-21,Sudeste,SP,735960,28155
2020-08-21,Sul,PR,114588,2928
2020-08-21,Sul,RS,104335,2993
2020-08-21,Sul,SC,130349,1995
2020-08-22,Centro-Oeste,DF,147127,2257
2020-08-22,Centro-Oeste,GO,115530,2713
2020-08-22,Centro-Oeste,MS,41888,722
2020-08-22,Centro-Oeste,MT,80938,2510
2020-08-22,Nordeste,AL,75470,1810
2020-08-22,Nordeste,BA,234204,4832
2020-08-22,Nordeste,CE,204587,8286
2020-08-22,Nordeste,MA,143873,3340
2020-08-22,Nordeste,PB,100970,2288
2020-08-22,Nordeste,PE,118027,7364
2020-08-22,Nordeste,PI,71510,1701
2020-08-22,Nordeste,RN,59393,2165
2020-08-22,Nordeste,SE,70252,1771
2020-08-22,Norte,AC,23665,598
2020-08-22,Norte,AM,115369,3557
2020-08-22,Norte,AP,41031,630
2020-08-22,Norte,PA,188644,6047
2020-08-22,Norte,RO,50995,1061
2020-08-22,Norte,RR,41527,579
2020-08-22,Norte,TO,42839,573
2020-08-22,Sudeste,ES,105613,3016
2020-08-22,Sudeste,MG,191507,4737
2020-08-22,Sudeste,RJ,210464,15267
2020-08-22,Sudeste,SP,749244,28392
2020-08-22,Sul,PR,116848,2961
2020-08-22,Sul,RS,108839,3046
2020-08-22,Sul,SC,132008,2027
2020-08-23,Centro-Oeste,DF,148998,2274
2020-08-23,Centro-Oeste,GO,116664,2743
2020-08-23,Centro-Oeste,MS,42498,738
2020-08-23,Centro-Oeste,MT,81253,2525
2020-08-23,Nordeste,AL,75857,1818
2020-08-23,Nordeste,BA,236050,4905
2020-08-23,Nordeste,CE,205441,8289
2020-08-23,Nordeste,MA,144400,3352
2020-08-23,Nordeste,PB,101132,2308
2020-08-23,Nordeste,PE,119140,7390
2020-08-23,Nordeste,PI,71899,1714
2020-08-23,Nordeste,RN,59582,2170
2020-08-23,Nordeste,SE,70472,1782
2020-08-23,Norte,AC,23719,600
2020-08-23,Norte,AM,115615,3563
2020-08-23,Norte,AP,41120,631
2020-08-23,Norte,PA,189289,6057
2020-08-23,Norte,RO,51421,1065
2020-08-23,Norte,RR,41730,579
2020-08-23,Norte,TO,43596,585
2020-08-23,Sudeste,ES,105892,3026
2020-08-23,Sudeste,MG,194614,4790
2020-08-23,Sudeste,RJ,210948,15292
2020-08-23,Sudeste,SP,754129,28467
2020-08-23,Sul,PR,117959,2977
2020-08-23,Sul,RS,109873,3062
2020-08-23,Sul,SC,132492,2042
2020-08-24,Centro-Oeste,DF,150519,2316
2020-08-24,Centro-Oeste,GO,118569,2758
2020-08-24,Centro-Oeste,MS,43065,749
2020-08-24,Centro-Oeste,MT,82532,2551
2020-08-24,Nordeste,AL,76495,1827
2020-08-24,Nordeste,BA,237208,4981
2020-08-24,Nordeste,CE,205564,8292
2020-08-24,Nordeste,MA,144895,3365
2020-08-24,Nordeste,PB,101303,2330
2020-08-24,Nordeste,PE,119357,7399
2020-08-24,Nordeste,PI,72165,1724
2020-08-24,Nordeste,RN,59649,2173
2020-08-24,Nordeste,SE,70606,1793
2020-08-24,Norte,AC,23729,604
2020-08-24,Norte,AM,115792,3578
2020-08-24,Norte,AP,41254,637
2020-08-24,Norte,PA,189582,6062
2020-08-24,Norte,RO,51791,1073
2020-08-24,Norte,RR,41770,579
2020-08-24,Norte,TO,44273,593
2020-08-24,Sudeste,ES,106493,3045
2020-08-24,Sudeste,MG,195920,4805
2020-08-24,Sudeste,RJ,211360,15392
2020-08-24,Sudeste,SP,756480,28505
2020-08-24,Sul,PR,119004,3010
2020-08-24,Sul,RS,109953,3102
2020-08-24,Sul,SC,133533,2066
2020-08-25,Centro-Oeste,DF,153690,2344
2020-08-25,Centro-Oeste,GO,122130,2839
2020-08-25,Centro-Oeste,MS,44324,767
2020-08-25,Centro-Oeste,MT,84277,2591
2020-08-25,Nordeste,AL,76894,1836
2020-08-25,Nordeste,BA,240939,5051
2020-08-25,Nordeste,CE,207386,8339
2020-08-25,Nordeste,MA,145921,3377
2020-08-25,Nordeste,PB,102208,2350
2020-08-25,Nordeste,PE,119958,7425
2020-08-25,Nordeste,PI,72956,1741
2020-08-25,Nordeste,RN,60161,2192
2020-08-25,Nordeste,SE,70926,1808
2020-08-25,Norte,AC,23936,607
2020-08-25,Norte,AM,116579,3588
2020-08-25,Norte,AP,41553,642
2020-08-25,Norte,PA,191609,6078
2020-08-25,Norte,RO,52514,1087
2020-08-25,Norte,RR,42044,582
2020-08-25,Norte,TO,45400,610
2020-08-25,Sudeste,ES,107191,3068
2020-08-25,Sudeste,MG,198736,4847
2020-08-25,Sudeste,RJ,214003,15560
2020-08-25,Sudeste,SP,765670,28912
2020-08-25,Sul,PR,120537,3062
2020-08-25,Sul,RS,112763,3161
2020-08-25,Sul,SC,135690,2116
2020-08-26,Centro-Oeste,DF,155253,2399
2020-08-26,Centro-Oeste,GO,124593,2888
2020-08-26,Centro-Oeste,MS,45359,783
2020-08-26,Centro-Oeste,MT,85709,2611
2020-08-26,Nordeste,AL,77317,1844
2020-08-26,Nordeste,BA,245021,5116
2020-08-26,Nordeste,CE,208782,8351
2020-08-26,Nordeste,MA,147676,3390
2020-08-26,Nordeste,PB,103213,2371
2020-08-26,Nordeste,PE,121078,7460
2020-08-26,Nordeste,PI,74096,1754
2020-08-26,Nordeste,RN,60442,2215
2020-08-26,Nordeste,SE,71222,1822
2020-08-26,Norte,AC,24119,607
2020-08-26,Norte,AM,117412,3600
2020-08-26,Norte,AP,41981,647
2020-08-26,Norte,PA,193564,6097
2020-08-26,Norte,RO,53119,1100
2020-08-26,Norte,RR,42359,582
2020-08-26,Norte,TO,46364,621
2020-08-26,Sudeste,ES,107909,3086
2020-08-26,Sudeste,MG,201973,4948
2020-08-26,Sudeste,RJ,216675,15700
2020-08-26,Sudeste,SP,776135,29194
2020-08-26,Sul,PR,122241,3102
2020-08-26,Sul,RS,115984,3235
2020-08-26,Sul,SC,137560,2142
2020-08-27,Centro-Oeste,DF,156863,2425
2020-08-27,Centro-Oeste,GO,127361,2962
2020-08-27,Centro-Oeste,MS,46261,800
2020-08-27,Centro-Oeste,MT,87484,2649
2020-08-27,Nordeste,AL,77755,1853
2020-08-27,Nordeste,BA,247853,5178
2020-08-27,Nordeste,CE,210727,8365
2020-08-27,Nordeste,MA,148923,3402
2020-08-27,Nordeste,PB,104096,2388
2020-08-27,Nordeste,PE,122147,7480
2020-08-27,Nordeste,PI,75160,1765
2020-08-27,Nordeste,RN,60893,2219
2020-08-27,Nordeste,SE,71599,1830
2020-08-27,Norte,AC,24269,607
2020-08-27,Norte,AM,118083,3616
2020-08-27,Norte,AP,42285,652
2020-08-27,Norte,PA,195297,6102
2020-08-27,Norte,RO,53805,1109
2020-08-27,Norte,RR,42690,586
2020-08-27,Norte,TO,47558,635
2020-08-27,Sudeste,ES,108662,3105
2020-08-27,Sudeste,MG,205942,5049
2020-08-27,Sudeste,RJ,219198,15859
2020-08-27,Sudeste,SP,784453,29415
2020-08-27,Sul,PR,124074,3153
2020-08-27,Sul,RS,118315,3275
2020-08-27,Sul,SC,139638,2170
2020-08-28,Centro-Oeste,DF,158180,2440
2020-08-28,Centro-Oeste,GO,128965,3003
2020-08-28,Centro-Oeste,MS,47152,823
2020-08-28,Centro-Oeste,MT,89140,2677
2020-08-28,Nordeste,AL,78174,1861
2020-08-28,Nordeste,BA,250977,5243
2020-08-28,Nordeste,CE,212484,8376
2020-08-28,Nordeste,MA,150144,3412
2020-08-28,Nordeste,PB,104803,2404
2020-08-28,Nordeste,PE,123146,7512
2020-08-28,Nordeste,PI,76033,1785
2020-08-28,Nordeste,RN,61219,2234
2020-08-28,Nordeste,SE,72039,1837
2020-08-28,Norte,AC,24462,608
2020-08-28,Norte,AM,118844,3629
2020-08-28,Norte,AP,42625,657
2020-08-28,Norte,PA,196874,6106
2020-08-28,Norte,RO,54205,1114
2020-08-28,Norte,RR,42997,587
2020-08-28,Norte,TO,48580,649
2020-08-28,Sudeste,ES,109493,3117
2020-08-28,Sudeste,MG,209465,5167
2020-08-28,Sudeste,RJ,219198,15859
2020-08-28,Sudeste,SP,796209,29694
2020-08-28,Sul,PR,126964,3194
2020-08-28,Sul,RS,120739,3323
2020-08-28,Sul,SC,141692,2193
2020-08-29,Centro-Oeste,DF,159526,2450
2020-08-29,Centro-Oeste,GO,130316,3060
2020-08-29,Centro-Oeste,MS,48023,840
2020-08-29,Centro-Oeste,MT,89962,2706
2020-08-29,Nordeste,AL,78483,1870
2020-08-29,Nordeste,BA,254790,5302
2020-08-29,Nordeste,CE,214094,8382
2020-08-29,Nordeste,MA,150895,3424
2020-08-29,Nordeste,PB,105531,2420
2020-08-29,Nordeste,PE,124151,7547
2020-08-29,Nordeste,PI,76916,1804
2020-08-29,Nordeste,RN,61507,2242
2020-08-29,Nordeste,SE,72280,1839
2020-08-29,Norte,AC,24601,608
2020-08-29,Norte,AM,119859,3634
2020-08-29,Norte,AP,42771,659
2020-08-29,Norte,PA,198246,6109
2020-08-29,Norte,RO,54496,1125
2020-08-29,Norte,RR,43299,587
2020-08-29,Norte,TO,49651,658
2020-08-29,Sudeste,ES,110025,3129
2020-08-29,Sudeste,MG,212565,5270
2020-08-29,Sudeste,RJ,222957,16016
2020-08-29,Sudeste,SP,801422,29944
2020-08-29,Sul,PR,128967,3234
2020-08-29,Sul,RS,124416,3385
2020-08-29,Sul,SC,146404,2218
2020-08-30,Centro-Oeste,DF,160796,2469
2020-08-30,Centro-Oeste,GO,130863,3075
2020-08-30,Centro-Oeste,MS,48522,851
2020-08-30,Centro-Oeste,MT,90337,2725
2020-08-30,Nordeste,AL,78637,1878
2020-08-30,Nordeste,BA,256062,5344
2020-08-30,Nordeste,CE,214457,8384
2020-08-30,Nordeste,MA,151212,3436
2020-08-30,Nordeste,PB,105661,2435
2020-08-30,Nordeste,PE,125094,7574
2020-08-30,Nordeste,PI,77265,1815
2020-08-30,Nordeste,RN,61649,2248
2020-08-30,Nordeste,SE,72417,1844
2020-08-30,Norte,AC,24638,609
2020-08-30,Norte,AM,120060,3639
2020-08-30,Norte,AP,42892,660
2020-08-30,Norte,PA,199171,6115
2020-08-30,Norte,RO,54679,1129
2020-08-30,Norte,RR,43470,587
2020-08-30,Norte,TO,50373,664
2020-08-30,Sudeste,ES,110351,3135
2020-08-30,Sudeste,MG,215050,5326
2020-08-30,Sudeste,RJ,223302,16027
2020-08-30,Sudeste,SP,803404,29978
2020-08-30,Sul,PR,130603,3251
2020-08-30,Sul,RS,124482,3395
2020-08-30,Sul,SC,146864,2235
2020-08-31,Centro-Oeste,DF,162042,2521
2020-08-31,Centro-Oeste,GO,132506,3094
2020-08-31,Centro-Oeste,MS,48937,862
2020-08-31,Centro-Oeste,MT,91346,2751
2020-08-31,Nordeste,AL,78804,1887
2020-08-31,Nordeste,BA,256727,5397
2020-08-31,Nordeste,CE,214953,8409
2020-08-31,Nordeste,MA,151615,3446
2020-08-31,Nordeste,PB,105778,2450
2020-08-31,Nordeste,PE,125539,7593
2020-08-31,Nordeste,PI,77405,1825
2020-08-31,Nordeste,RN,61748,2256
2020-08-31,Nordeste,SE,72528,1857
2020-08-31,Norte,AC,24647,612
2020-08-31,Norte,AM,120296,3649
2020-08-31,Norte,AP,43193,661
2020-08-31,Norte,PA,199556,6146
2020-08-31,Norte,RO,55153,1148
2020-08-31,Norte,RR,43518,587
2020-08-31,Norte,TO,50694,673
2020-08-31,Sudeste,ES,111261,3158
2020-08-31,Sudeste,MG,216557,5335
2020-08-31,Sudeste,RJ,223631,16065
2020-08-31,Sudeste,SP,804342,30014
2020-08-31,Sul,PR,131906,3290
2020-08-31,Sul,RS,125813,3435
2020-08-31,Sul,SC,177777,2260
2020-09-01,Centro-Oeste,DF,163498,2573
2020-09-01,Centro-Oeste,GO,135460,3212
2020-09-01,Centro-Oeste,MS,49820,889
2020-09-01,Centro-Oeste,MT,92856,2786
2020-09-01,Nordeste,AL,79258,1895
2020-09-01,Nordeste,BA,259418,5448
2020-09-01,Nordeste,CE,216333,8447
2020-09-01,Nordeste,MA,152681,3457
2020-09-01,Nordeste,PB,106605,2465
2020-09-01,Nordeste,PE,127287,7614
2020-09-01,Nordeste,PI,77859,1843
2020-09-01,Nordeste,RN,61991,2265
2020-09-01,Nordeste,SE,72721,1867
2020-09-01,Norte,AC,24840,616
2020-09-01,Norte,AM,120919,3661
2020-09-01,Norte,AP,43514,663
2020-09-01,Norte,PA,200985,6176
2020-09-01,Norte,RO,55768,1155
2020-09-01,Norte,RR,43707,593
2020-09-01,Norte,TO,51629,687
2020-09-01,Sudeste,ES,111979,3181
2020-09-01,Sudeste,MG,218781,5364
2020-09-01,Sudeste,RJ,226800,16217
2020-09-01,Sudeste,SP,814375,30375
2020-09-01,Sul,PR,133574,3345
2020-09-01,Sul,RS,127799,3501
2020-09-01,Sul,SC,180474,2301
2020-09-02,Centro-Oeste,DF,164649,2609
2020-09-02,Centro-Oeste,GO,138408,3262
2020-09-02,Centro-Oeste,MS,50645,903
2020-09-02,Centro-Oeste,MT,94302,2816
2020-09-02,Nordeste,AL,79550,1902
2020-09-02,Nordeste,BA,262299,5502
2020-09-02,Nordeste,CE,218396,8480
2020-09-02,Nordeste,MA,154468,3467
2020-09-02,Nordeste,PB,107384,2483
2020-09-02,Nordeste,PE,128724,7656
2020-09-02,Nordeste,PI,78922,1846
2020-09-02,Nordeste,RN,62432,2275
2020-09-02,Nordeste,SE,72931,1873
2020-09-02,Norte,AC,25027,618
